,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
1604,1799,,,,1799,,,,,Running out of the Course Print Hand-colored etching and aquatint,Hand-colored etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP872207.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1605,1799,,,,1799,,,,,Between Heats [The Course] Print Hand-colored etching and aquatint,Hand-colored etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP872208.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1606,1790,,,,1790,,,,,"Plate 1, Outlines of Figures, Landscapes and Cattle...for the Use of Learners Print Hand-colored etching",Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP885001.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1607,1815,,,,1815,,,,,Slap-Bang Shop Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP884180.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1608,1814,,,,1814,,,,,Portsmouth Point Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP883980.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1609,1790,,,,1790,,,,,Dressing for a Masquerade Print Hand-colored etching and stipple,Hand-colored etching and stipple,https://images.metmuseum.org/CRDImages/dp/original/DP884399.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1610,1789,,,,1789,,,,,The Breakfast Print Hand-colored etching and aquatint,Hand-colored etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP881077.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1611,1814,,,,1814,,,,,Portsmouth Point Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP883987.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1612,1785,,,,1785,,,,,"Reconciliation, or the Return from Scotland Print Hand-colored etching",Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP884338.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1613,1785,,,,1785,,,,,"Reconciliation, or the Return from Scotland Print Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP884337.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1614,1784,,,,1784,,,,,Lords of the Bedchamber Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP884326.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1615,1784,,,,1784,,,,,Lords of the Bedchamber Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP884327.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1616,1798,,,,1798,,,,,No. 2: He Won't Be A Soldier Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP884421.jpg,Heinrich Joseph Schütz,"German, Frankfurt 1760–1822 Frankfurt",,,,
1617,1786,,,,1786,,,,,City Courtship Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP881065.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1618,1798,,,,1798,,,,,No. 4: Soldiers Recruiting Print Hand-colored etching and aquatint,Hand-colored etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP884419.jpg,Heinrich Joseph Schütz,"German, Frankfurt 1760–1822 Frankfurt",,,,
1619,1799,,,,1799,,,,,"A Bankrupt Cart, or The Road to Ruin in the East! Print Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP884423.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1620,1809,,,,1809,,,,,The Boxes Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP883655.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1621,1809,,,,1811,,,,,The Huntsman Rising; The Gamester Going to Bed Print Hand-colored etching; reissue,Hand-colored etching; reissue,https://images.metmuseum.org/CRDImages/dp/original/DP883662.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1622,1809,,,,1809,,,,,Disappointed Epicures Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP883681.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1623,1799,,,,1799,,,,,A Riding House Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP879673.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1625,1701,,,,1711,,,,,"An Islamic Prophet Appearing in the Courtyard of a Prison in Alexandria Drawing Pen and black ink, brush and gray wash, over a sketch in red chalk, incised for transfer; double framing lines in pen and brown ink, probably by the artist","Pen and black ink, brush and gray wash, over a sketch in red chalk, incised for transfer; double framing lines in pen and brown ink, probably by the artist",https://images.metmuseum.org/CRDImages/dp/original/DP811463.jpg,Jan Goeree,"Dutch, Middelburg 1670–1731 Amsterdam",,,,
1626,1622,,,,1686,,,,,Classical Landscape with Figures Painting Oil on canvas,Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DP-23425-001.jpg,Henri Mauperché,"French, Paris (?) ca. 1602–1686 Paris",,,,
1631,1793,,,,1793,,,,,"Roderick Random Discovers his Uncle Bowling in Distress (The Adventures of Roderick Random, vol. 2, p. 30) print Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP885297.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1632,1807,,,,1807,,,,,Miseries of Travelling: the Overloaded Coach Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP873895.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1633,1787,,,,1787,,,,,A Travelling Knife-grinder at a Cottage Door Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP823458.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1634,1787,,,,1787,,,,,A Sailor's Family Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP823323.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1636,1650,,,,1653,,,,,A Musical Party Painting Oil on canvas,Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DP143165.jpg,Gerbrand van den Eeckhout,"Dutch, Amsterdam 1621–1674 Amsterdam",,,,
1637,1768,,,,1768,,,,,The Third Duke of Dorset's Hunter with a Groom and a Dog Painting Oil on canvas,Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DP164858.jpg,George Stubbs,"British, Liverpool 1724–1806 London",,,,
1638,1807,,,,1825,,,,,"Rabbit hunter with a Retriever; folio 103 from the ""Images of Spain"" Album (F) Drawing Brush and brown wash on laid paper",Brush and brown wash on laid paper,https://images.metmuseum.org/CRDImages/dp/original/DP800152.jpg,Goya (Francisco de Goya y Lucientes),"Spanish, Fuendetodos 1746–1828 Bordeaux",,,,
1642,1824,,,,1825,,,,,Lady Maria Conyngham (died 1843) Painting Oil on canvas,Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DP162160.jpg,Sir Thomas Lawrence,"British, Bristol 1769–1830 London",,,,
1643,1542,,,,1609,,,,,"The Vision of Saint Eustace Drawing Point of brush with brown, gray, green, yellow, and red wash, highlighted with white, over traces of red and black chalk; lightly squared in black chalk","Point of brush with brown, gray, green, yellow, and red wash, highlighted with white, over traces of red and black chalk; lightly squared in black chalk",https://images.metmuseum.org/CRDImages/dp/original/DP812824.jpg,Federico Zuccaro (Zuccari),"Italian, Sant'Angelo in Vado 1540/42–1609 Ancona",,,,
1645,1792,,,,1852,,,,,"King Lear Casting Out His Daughter Cordelia (Shakespeare, King Lear, Act 1, Scene 1) Print Stipple engraving; fourth state of four",Stipple engraving; fourth state of four,https://images.metmuseum.org/CRDImages/dp/original/DP109513.jpg,Richard Earlom,"British, London 1743–1822 London",,,,
1647,1670,,,,1673,,,,,The Love Letter Painting Oil on canvas,Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DP146509.jpg,Jacob Ochtervelt,"Dutch, Rotterdam 1634–1682 Amsterdam",,,,
1648,1696,,,,1770,,,,,Illustration for a Book:  Figures in Conversation in a Garden Drawing Black chalk.   Horizontal and vertical centering lines ruled in faint black chalk,Black chalk.   Horizontal and vertical centering lines ruled in faint black chalk,https://images.metmuseum.org/CRDImages/dp/original/DP812541.jpg,Giovanni Battista Tiepolo,"Italian, Venice 1696–1770 Madrid",,,,
1649,1784,,,,1788,,,,,Hounds Hunting a Stag Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP823326.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1650,1784,,,,1787,,,,,Rest from Labour on Sunny Days Print Etching with stipple and aquatint,Etching with stipple and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP823455.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1651,1415,,,,1416,,,,,"Design Fragment for the Left Side of the 'Fonte Gaia' in Siena Drawing Pen and medium brown ink, brush and brown wash, over traces of leadpoint and ruling, on vellum, glued onto secondary paper support","Pen and medium brown ink, brush and brown wash, over traces of leadpoint and ruling, on vellum, glued onto secondary paper support",https://images.metmuseum.org/CRDImages/dp/original/DP-26681-001.jpg,Jacopo della Quercia (Jacopo di Pietro d’Angelo di Guarnieri),"Italian, Siena 1374?–1438 Siena",,,,
1658,1578,,,,1660,,,,,"Diana Bathing Drawing Pen and brown ink, brush and brown wash","Pen and brown ink, brush and brown wash",https://images.metmuseum.org/CRDImages/dp/original/DP807553.jpg,Francesco Albani,"Italian, Bologna 1578–1660 Bologna",,,,
1659,1824,,,,1824,,,,,Broadway and City Hall in New York (Brodway-Gatan Och Rådhuset i New York) Print Etching and aquatint,Etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP109558.jpg,Carl Fredrik Akrell,"Swedish, 1779–1868",,,,
1664,1792,,,,1792,,,,,"Florizel, Perdita, etc. in the Shepherd's Cot (Shakespeare, Winter's Tale, Act 4, Scene 3) Print Etching and engraving",Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/DP859561.jpg,James Fittler,"British, London 1758–1835 Middlesex",,,,
1665,1800,,,,1800,,,,,"The Fisherman's Dog Print Mezzotint, hand-colored; second state (?)","Mezzotint, hand-colored; second state (?)",https://images.metmuseum.org/CRDImages/dp/original/MM9837.jpg,"Samuel William Reynolds, the elder","British, London 1773–1835 London",,,,
1666,1809,,,,1809,,,,,Farmer Giles and His Wife Showing Off Their Daughter Betty to Their Neighbours on her Return from School Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP889970.jpg,James Gillray,"British, London 1756–1815 London",,,,
1667,1814,,,,1815,,,,,"Plate 78 from ""The Disasters of War"" (Los Desastres de la Guerra): 'He defends himself well' (Se defiende bien) Print Etching, drypoint, burin, burnisher","Etching, drypoint, burin, burnisher",https://images.metmuseum.org/CRDImages/dp/original/DP817475.jpg,Goya (Francisco de Goya y Lucientes),"Spanish, Fuendetodos 1746–1828 Bordeaux",,,,
1668,1811,,,,1821,,,,,"Plate C: The dogs let loose on the bull, from ""Tauromaquia"" Print Etching, burnished aquatint, drypoint, burin","Etching, burnished aquatint, drypoint, burin",https://images.metmuseum.org/CRDImages/dp/original/DP817526.jpg,Goya (Francisco de Goya y Lucientes),"Spanish, Fuendetodos 1746–1828 Bordeaux",,,,
1670,1790,,,,1790,,,,,The Steine (An Excursion to Brighthelmstone) Print Etching and aquatint,Etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP872025.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1671,1777,,,,1777,,,,,The Golden Age Print Mezzotint,Mezzotint,https://images.metmuseum.org/CRDImages/dp/original/DP-26701-001.jpg,Valentine Green,"British, Salford 1739–1813 London",,,,
1673,1800,,,,1800,,,,,Grotesque Borders for Rooms & Halls Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP884441.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1674,1809,,,,1809,,,,,"Magdalen College, Oxford Print Hand-colored etching and aquatint",Hand-colored etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP883785.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1675,1811,,,,1811,,,,,"The Entrance to the Cloisters at Magdalen College, Oxford Print Hand-colored etching and aquatint",Hand-colored etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP883786.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1676,1809,,,,1809,,,,,View of Oxford Castle Print Hand-colored etching and aquatint,Hand-colored etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP883792.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1677,1805,,,,1815,,,,,The City Hunt Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP879674.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
1678,1556,,,,1556,,,,,"New Modelbüch allen Nägerin u. Sydenstickern (title page verso, 1v) Book Prints Ornament & Architecture Woodcut",Woodcut,https://images.metmuseum.org/CRDImages/dp/original/DP356543.jpg,Hans Hoffman,"German, active Strasbourg, 1556",,,,
1679,1765,,,,1765,,,,,The Dispatch of the Messenger Painting Oil on canvas,Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DP337751.jpg,François Boucher,"French, Paris 1703–1770 Paris",,,,
1680,1603,,,,1603,,,,,"Henry Frederick (1594–1612), Prince of Wales, with Sir John Harington (1592–1614), in the Hunting Field Painting Oil on canvas",Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DP169396.jpg,Robert Peake the Elder,"British, ca. 1551–1619 London",,,,
1690,1735,,,,1805,,,,,"A Farmer Entrusting the Plow to His Son Drawing Brush and gray wash, over graphite. Framing lines in pen and brown ink. Squared in graphite.  Verso of mount: figure in brush and gray wash.","Brush and gray wash, over graphite. Framing lines in pen and brown ink. Squared in graphite.  Verso of mount: figure in brush and gray wash.",https://images.metmuseum.org/CRDImages/dp/original/DP213776.jpg,Jean-Baptiste Greuze,"French, Tournus 1725–1805 Paris",,,,
1692,1635,,,,1645,,,,,Judgment of Paris Painting Oil on canvas,Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DP-19778-001.jpg,Alessandro Turchi,"Italian, Verona 1578–1649 Rome",,,,
1696,1732,,,,1742,,,,,Halt of the Hunt Painting Oil on canvas,Oil on canvas,https://images.metmuseum.org/CRDImages/ep/original/DP-12951-001.jpg,Carle (Charles André) Vanloo,"French, Nice 1705–1765 Paris",,,,
1697,1505,,,,1515,,,,,"The Dormition of the Virgin; (reverse) Christ Carrying the Cross Painting, from the wing of an altarpiece Oil and gold on fir",Oil and gold on fir,https://images.metmuseum.org/CRDImages/ep/original/DP296229.jpg,Hans Schäufelein,"German, Nuremberg ca. 1480–ca. 1540 Nördlingen",,,,
1698,1476,,,,1504,,,,,"Scenes from the Story of the Argonauts Painting Tempera on wood, gilt ornaments","Tempera on wood, gilt ornaments",https://images.metmuseum.org/CRDImages/ep/original/DP164778.jpg,Biagio d'Antonio,"Italian, Florentine, active by 1472–died 1516",,,,
1699,1725,,,,1730,,,,,Hudibras and the Lawyer (Plate 12: Illustrations to Samuel Butler's Hudibras) Print Etching and engraving,Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/DP825464.jpg,William Hogarth,"British, London 1697–1764 London",,,,
1700,1580,,,,1625,,,,,"Peasants and Hay Wagon on a Country Road Drawing Pen and brown ink, gray wash","Pen and brown ink, gray wash",https://images.metmuseum.org/CRDImages/dp/original/DP801175.jpg,Jan Brueghel the Elder,"Netherlandish, Brussels 1568–1625 Antwerp",,,,
1701,1604,,,,1614,,,,,The Virgin Adored by Saints Painting Oil on copper,Oil on copper,https://images.metmuseum.org/CRDImages/ep/original/DP-24114-001.jpg,Scarsellino (Ippolito Scarsella),"Italian, Ferrarese, ca. 1550–1620",,,,
1703,1873,,,,1873,,,,,"The Nooning (from ""Harper's Weekly,"" Vol. XVII) Print Wood engraving",Wood engraving,https://images.metmuseum.org/CRDImages/dp/original/DP875351.jpg,Winslow Homer,"American, Boston, Massachusetts 1836–1910 Prouts Neck, Maine",,,,
